importer1,importer2,flow1
Park Slope,Park Slope,1016
Park Slope,South Bronx,1
Park Slope,Tribeca,472
Park Slope,Union Port,35
Parkchester,Boerum Hill,111
Parkchester,Lower East Side,2
Parkchester,University Heights,17
Parkchester,Washington Heights,209
Parkchester,Woodhaven-Richmond Hill,13554
Queens Village,Battery Park,1525
Queensboro Hill,Astoria-Long Island City,101
Queensboro Hill,Greenwich Village,5
Queensboro Hill,Hamilton Heights,29
Queensboro Hill,Middle Village,48
Ridgewood,Battery Park,22
Ridgewood,Bushwick,13665
Ridgewood,Jamaica,331
Ridgewood,Morris Park,68
Ridgewood,Springfield Gardens,180
Riverdale,Kings Bridge,4
Riverdale,Lower East Side,2
Riverdale,Soho,5
Riverdale,Wakefield-Williamsbridge,315
Saintalbans,Canarsie,66
Saintalbans,Hamilton Heights,8
Soho,Flatbush,2
Soho,High Bridge,2
Soho,Mott Haven,10
Soho,Riverdale,1
Soho,Sunset Park,142
Soundview,Central Park,84
Soundview,Jamaica,29
South Bronx,East Village,4
South Bronx,Garment District,11
South Bronx,Queens Village,214
South Bronx,Springfield Gardens,28
South Bronx,Williamsburg,265830
Springfield Gardens,Chinatown,2098
Springfield Gardens,Clinton,53493
Springfield Gardens,Dyker Heights,460
Springfield Gardens,Maspeth,42
Springfield Gardens,Throggs Neck,16
Springfield Gardens,Tribeca,19
Springfield Gardens,Upper East Side,74931
Springfield Gardens,West Village,8
Spuyten Duyvil,Central Park,157
Spuyten Duyvil,Park Slope,338
Spuyten Duyvil,Union Port,226
Spuyten Duyvil,Washington Heights,4977
Spuyten Duyvil,Williams Bridge,529
Sunny Side,City Island,21551
Sunny Side,Corona,1922
Sunny Side,Kings Bridge,98704
Sunny Side,Mott Haven,5133
Sunny Side,Utopia,1169
Sunset Park,Astoria-Long Island City,3434
Sunset Park,Mapleton-Flatlands,3101
Sunset Park,Middle Village,116
Sunset Park,Mott Haven,676
The Rockaways,Lower East Side,64660
Throggs Neck,Greenwich Village,191
Throggs Neck,North Sutton Area,51
Throggs Neck,Upper East Side,2
Tremont,Chinatown,2371
Tremont,High Bridge,91
Tremont,Hunts Point,265
Tremont,Jackson Heights,745
Tremont,Morningside Heights,151
Tremont,Sunset Park,17
Tremont,Throggs Neck,2716
Tribeca,Bensonhurst,52
Tribeca,Brownsville,49
Tribeca,Sunny Side,122
Tribeca,Tremont,57
Union Port,Morris Heights,2
Union Port,Woodlawn-Nordwood,151
University Heights,Little Italy,4
Upper East Side,Astoria-Long Island City,3
Upper East Side,Carnegie Hill,113
Upper East Side,Greenwood,35
Upper East Side,Inwood,2
Upper East Side,Upper East Side,19916
Upper West Side,Baychester,16
Upper West Side,Dyker Heights,26
Upper West Side,Hamilton Heights,5
Upper West Side,Lower East Side,5
Utopia,Financial District,55
Utopia,Fort Green,365
Utopia,Gravesend-Sheepshead Bay,268
Utopia,The Rockaways,4
Wakefield-Williamsbridge,Jackson Heights,30
Wakefield-Williamsbridge,Upper West Side,186
Washington Heights,Flushing,361
Washington Heights,Wakefield-Williamsbridge,158
West Village,Astoria-Long Island City,15
West Village,Borough Park,280
West Village,City Island,594
West Village,Flushing,60
West Village,Fort Green,502
West Village,Little Italy,1539
West Village,Lower East Side,11
West Village,Mapleton-Flatlands,31
West Village,Nkew Gardens,2
West Village,North Sutton Area,8
Williams Bridge,Gravesend-Sheepshead Bay,211
Williams Bridge,Morris Heights,143
Williamsburg,Country Club,661567
Williamsburg,Laurelton,16
Williamsburg,The Rockaways,3530
Williamsburg,Woodside,352
Woodhaven-Richmond Hill,Bushwick,161
Woodhaven-Richmond Hill,Douglastown-Little Neck,4
Woodhaven-Richmond Hill,The Rockaways,10929
Woodlawn-Nordwood,Baychester,14406
Woodlawn-Nordwood,Hamilton Heights,7
Woodlawn-Nordwood,Inwood,395
Woodlawn-Nordwood,Jackson Heights,15
Woodlawn-Nordwood,Wakefield-Williamsbridge,15777
Woodside,Central Park,54262
Woodside,Dyker Heights,1257
Woodside,Glendale,425496
Woodside,Lower East Side,63627
Woodside,South Bronx,226172
Woodside,Spuyten Duyvil,263
Yorkville,Baychester,1368
Yorkville,Clinton,2497
Yorkville,Douglastown-Little Neck,2
Yorkville,High Bridge,12
Yorkville,Maspeth,2
Yorkville,Sunset Park,328
Yorkville,Tribeca,493
Astoria-Long Island City,Forest Hills,208
Astoria-Long Island City,Gravesend-Sheepshead Bay,600
Astoria-Long Island City,High Bridge,3
Astoria-Long Island City,Sunset Park,4959
Astoria-Long Island City,Tremont,115
Auburndale,Lower East Side,45
Battery Park,Bedford-Stuyvesant,71
Battery Park,Hamilton Heights,94
Battery Park,Laurelton,115
Battery Park,Morris Park,52
Battery Park,Parkchester,55
Battery Park,Upper East Side,23
Battery Park,Woodhaven-Richmond Hill,2
Bay Ridge,Astoria-Long Island City,11
Bay Ridge,Battery Park,6
Bay Ridge,Fordham,3
Bay Ridge,High Bridge,3
Bay Ridge,Mapleton-Flatlands,5
Bay Ridge,Mott Haven,10
Baychester,Fordham,7
Baychester,Soundview,3
Baychester,Woodlawn-Nordwood,2
Bedford Park,Carnegie Hill,1586
Bedford Park,Kings Bridge,37
Bedford Park,South Bronx,52
Bedford-Stuyvesant,Cobble Hill,34
Bedford-Stuyvesant,Inwood,613
Bensonhurst,Bensonhurst,40
Bensonhurst,Brownsville,12
Bensonhurst,Bushwick,40
Bensonhurst,Forest Hills,42
Bensonhurst,The Rockaways,4
Boerum Hill,Bedford-Stuyvesant,4
Boerum Hill,Borough Park,7
Boerum Hill,Fort Green,10
Boerum Hill,Hamilton Heights,934
Boerum Hill,Little Italy,5724
Boerum Hill,Nkew Gardens,63581
Boerum Hill,Riverdale,2762
Borough Park,Astoria-Long Island City,230907
Borough Park,Borough Park,630
Borough Park,East Brooklyn,12343
Borough Park,Little Italy,366
Borough Park,Morningside Heights,23851
Borough Park,Nkew Gardens,775
Brownsville,Astoria-Long Island City,204
Brownsville,Central Park,4
Brownsville,Chelsea,5
Brownsville,Garment District,254
Brownsville,Queens Village,9
Bushwick,Astoria-Long Island City,9
Bushwick,East Brooklyn,74
Bushwick,Glendale,1921
Bushwick,Hunts Point,442
Bushwick,Tremont,20
Bushwick,Woodlawn-Nordwood,5
Canarsie,Astoria-Long Island City,110
Canarsie,Hamilton Heights,199
Canarsie,Mott Haven,5
Canarsie,The Rockaways,79
Canarsie,Woodhaven-Richmond Hill,8
Carnegie Hill,Borough Park,766
Carnegie Hill,Canarsie,4302
Carnegie Hill,Carnegie Hill,43
Carnegie Hill,Little Italy,3361
Carnegie Hill,Mapleton-Flatlands,3890
Carnegie Hill,Morningside Heights,241
Carnegie Hill,Nkew Gardens,30
Carnegie Hill,Sunny Side,730
Carnegie Hill,Tribeca,221
Carroll Gardens,Carnegie Hill,218700
Carroll Gardens,Hamilton Heights,2623
Carroll Gardens,Queens Village,34381
Carroll Gardens,Soundview,864
Carroll Gardens,South Bronx,9442
Carroll Gardens,Tremont,3
Central Park,Canarsie,62
Central Park,Chelsea,3
Central Park,City Island,3
Central Park,Downtown,107911
Central Park,Forest Hills,987016
Central Park,Fort Green,1788
Central Park,Upper East Side,129
Central Park,Wakefield-Williamsbridge,3590
Chelsea,Boerum Hill,25769
Chelsea,Flatbush,2
Chelsea,Fort Green,163
Chelsea,Soundview,32
Chinatown,Flatbush,2
Chinatown,Fordham,4
Chinatown,Riverdale,5
Clinton,Borough Park,4
Clinton,City Island,25
Clinton,Little Italy,39818
Clinton,Mapleton-Flatlands,721
Clinton,Morningside Heights,159
Clinton,Nkew Gardens,8
Clinton,Soho,8
Clinton,Woodside,26
Cobble Hill,Battery Park,140
Cobble Hill,Flushing,200
Cobble Hill,Jackson Heights,20
Cobble Hill,Park Slope,407
Cobble Hill,Ridgewood,1185
Cobble Hill,Upper West Side,111
Corona,Battery Park,45
Corona,Downtown,29497
Corona,High Bridge,423
Corona,Mott Haven,635
Corona,Riverdale,18242
Corona,Spuyten Duyvil,194
Corona,Sunset Park,30
Country Club,Country Club,21
Douglastown-Little Neck,Bedford-Stuyvesant,2
Douglastown-Little Neck,Jamaica,2
Douglastown-Little Neck,Morningside Heights,123
Douglastown-Little Neck,Woodhaven-Richmond Hill,2
Downtown,Borough Park,45
Downtown,Flushing,188
Downtown,Little Italy,67
Downtown,Nkew Gardens,22
Downtown,Queens Village,105
Downtown,Riverdale,624
Dyker Heights,Bushwick,128
Dyker Heights,Carroll Gardens,15
Dyker Heights,Clinton,15
Dyker Heights,Middle Village,3
Dyker Heights,Tribeca,9
Dyker Heights,Yorkville,2
East Brooklyn,Bay Ridge,31
East Brooklyn,Glendale,42
East Brooklyn,High Bridge,2
East Brooklyn,Morris Heights,5
East Brooklyn,Springfield Gardens,7
East Brooklyn,Sunset Park,2
East Harlem,Fordham,3
East Harlem,Kings Bridge,4
East Harlem,University Heights,14
East Village,Canarsie,2
East Village,Downtown,2
East Village,Fort Green,11
East Village,Greenwich Village,968
East Village,North Sutton Area,5
Financial District,Astoria-Long Island City,132923
Financial District,Corona,51511
Financial District,Forest Hills,6656
Financial District,Hamilton Heights,919
Financial District,Jamaica,46
Financial District,Middle Village,233
Financial District,Woodhaven-Richmond Hill,942
Financial District,Yorkville,3928
Flatbush,Central Park,107826
Flatbush,Midtown,126
Flushing,Battery Park,203
Flushing,Bedford-Stuyvesant,3
Flushing,Country Club,15
Flushing,Gramercy,298
Flushing,Tremont,294
Flushing,Wakefield-Williamsbridge,187
Fordham,Carnegie Hill,11
Fordham,Upper East Side,13
Fordham,Utopia,19
Forest Hills,Gramercy,2
Forest Hills,Morris Heights,4
Forest Hills,Soundview,59
Forest Hills,University Heights,812
Forest Hills,Washington Heights,5065
Fort Green,Bushwick,18
Fort Green,East Village,19371
Astoria-Long Island City,Canarsie,914
Astoria-Long Island City,Chinatown,118
Astoria-Long Island City,Midtown,143
Astoria-Long Island City,Queens Village,3
Astoria-Long Island City,Spuyten Duyvil,5
Auburndale,Mapleton-Flatlands,23
Battery Park,Astoria-Long Island City,23
Battery Park,Douglastown-Little Neck,15
Battery Park,Inwood,15
Battery Park,Jackson Heights,506
Battery Park,Mott Haven,98
Battery Park,Woodlawn-Nordwood,113
Bay Ridge,Bay Ridge,7
Bay Ridge,Canarsie,4
Bay Ridge,East Village,3259
Bay Ridge,Fort Green,3153
Bay Ridge,Lower East Side,66819
Bay Ridge,Morris Heights,1870
Bay Ridge,Williamsburg,744
Baychester,Upper West Side,656297
Bedford Park,Bedford-Stuyvesant,318
Bedford Park,Fordham,3
Bedford Park,Riverdale,9
Bedford Park,Sunny Side,438
Bedford-Stuyvesant,Bedford-Stuyvesant,595
Bedford-Stuyvesant,Fordham,5
Bedford-Stuyvesant,Mott Haven,10
Bensonhurst,Hamilton Heights,21
Boerum Hill,Queens Village,7
Boerum Hill,South Bronx,1580
Borough Park,Gramercy,2651
Borough Park,Greenwood,185527
Borough Park,High Bridge,424
Borough Park,North Sutton Area,1113
Borough Park,Soho,40
Borough Park,Sunset Park,3297
Borough Park,Tribeca,45
Brownsville,Park Slope,4325
Bushwick,Financial District,75
Bushwick,Gramercy,35708
Bushwick,Middle Village,31
Bushwick,Midtown,1555
Bushwick,Ridgewood,7
Canarsie,Downtown,2
Canarsie,Fort Green,15
Canarsie,Middle Village,8
Canarsie,Sunny Side,45
Carnegie Hill,Bay Ridge,6
Carnegie Hill,Jamaica,4
Carnegie Hill,Upper East Side,48
Carroll Gardens,Auburndale,5
Carroll Gardens,Battery Park,2
Carroll Gardens,Bensonhurst,4
Carroll Gardens,Brownsville,7
Carroll Gardens,Country Club,583
Carroll Gardens,Financial District,30
Carroll Gardens,Midtown,2
Carroll Gardens,Parkchester,4
Central Park,Cobble Hill,141
Central Park,Queens Village,11
Central Park,Soho,3
Chelsea,Astoria-Long Island City,8
Chelsea,East Brooklyn,6
Chelsea,East Village,2
Chelsea,Harlem,35
Chelsea,Lower East Side,569
Chelsea,Queens Village,775
Chelsea,Woodhaven-Richmond Hill,599
Chinatown,Carroll Gardens,2556
City Island,Gramercy,11
Clearview,Auburndale,2
Clearview,Middle Village,38
Clinton,Auburndale,76
Clinton,Glendale,3
Clinton,Saintalbans,2
Clinton,Throggs Neck,9
Cobble Hill,Bedford Park,12
Cobble Hill,Chelsea,145
Cobble Hill,Harlem,6
Cobble Hill,Middle Village,4
Corona,East Village,2
Corona,Fort Green,64
Corona,Greenwich Village,235
Corona,Williamsburg,48
Corona,Yorkville,4
Country Club,Baychester,2
Country Club,Canarsie,2
Country Club,Harlem,51
Country Club,Kings Bridge,4
Country Club,Morningside Heights,3
Country Club,Murray Hill,16
Country Club,Yorkville,96
Douglastown-Little Neck,Battery Park,505
Douglastown-Little Neck,Bushwick,745
Douglastown-Little Neck,Carnegie Hill,51
Douglastown-Little Neck,Cobble Hill,223
Douglastown-Little Neck,Douglastown-Little Neck,5
Downtown,Morris Heights,3
Downtown,Tremont,2
Downtown,University Heights,3
Downtown,Washington Heights,3
Dyker Heights,Sunset Park,17
East Brooklyn,Astoria-Long Island City,3
East Brooklyn,Garment District,76
East Brooklyn,Gramercy,22
East Brooklyn,Morningside Heights,3
East Brooklyn,University Heights,10
East Brooklyn,Washington Heights,2
East Brooklyn,Yorkville,15
East Harlem,Inwood,994
East Harlem,Murray Hill,432
East Harlem,Yorkville,6562
East Village,Gravesend-Sheepshead Bay,194
East Village,Murray Hill,15
East Village,Tremont,3
Financial District,Bedford-Stuyvesant,5
Financial District,Douglastown-Little Neck,127427
Financial District,Park Slope,761519
Financial District,South Bronx,2575
Financial District,Union Port,9430
Flatbush,Garment District,6840366
Flatbush,Greenwood,218
Flushing,Auburndale,330
Flushing,Bedford Park,128787
Flushing,Cobble Hill,64350
Flushing,Harlem,180
Flushing,Midtown,22
Flushing,Murray Hill,7
Flushing,Queens Village,4
Flushing,The Rockaways,2
Flushing,Williamsburg,13
Flushing,Woodside,99
Fordham,Jackson Heights,111
Fordham,South Bronx,20032
Forest Hills,Fordham,2070
Forest Hills,Upper West Side,8
Fort Green,Cobble Hill,552
Fort Green,Laurelton,30305
Fort Green,Little Italy,67739
Fort Green,Murray Hill,132023
Fort Green,Nkew Gardens,2306
Fort Green,University Heights,973
Fort Green,Washington Heights,14794
Fort Green,Woodhaven-Richmond Hill,2
Garment District,East Village,13
Garment District,Riverdale,10
Garment District,Sunny Side,17
Garment District,Woodlawn-Nordwood,36
Garment District,Woodside,2181
Glendale,Auburndale,51
Glendale,Bushwick,22
Glendale,East Harlem,23
Glendale,Laurelton,2
Gramercy,Battery Park,4
Gramercy,Chelsea,11
Gramercy,Dyker Heights,2
Gramercy,Laurelton,38
Gramercy,Middle Village,805
Gramercy,Morningside Heights,9
Gravesend-Sheepshead Bay,Baychester,107
Gravesend-Sheepshead Bay,Canarsie,988
Gravesend-Sheepshead Bay,Dyker Heights,109
Gravesend-Sheepshead Bay,Middle Village,7
Gravesend-Sheepshead Bay,Ridgewood,78
Gravesend-Sheepshead Bay,Springfield Gardens,21568
Gravesend-Sheepshead Bay,Utopia,86
Gravesend-Sheepshead Bay,Williamsburg,2228
Greenwich Village,Chinatown,231
Greenwich Village,Glendale,154
Greenwood,Clinton,4017
Greenwood,Flushing,5808
Greenwood,Maspeth,271
Greenwood,North Sutton Area,799
Greenwood,Soho,426
Greenwood,Tribeca,453
Hamilton Heights,Dyker Heights,4
Hamilton Heights,Fort Green,1421
Hamilton Heights,High Bridge,726
Hamilton Heights,Sunset Park,16
Harlem,Gravesend-Sheepshead Bay,71
Harlem,Hamilton Heights,150
Harlem,Morris Park,58220
Harlem,University Heights,162
Harlem,Washington Heights,26
High Bridge,Gramercy,26
High Bridge,Riverdale,2
Hunts Point,Garment District,2
Hunts Point,Little Italy,195
Hunts Point,Utopia,3
Inwood,Fordham,10
Inwood,Queens Village,5
Jackson Heights,Country Club,3
Jackson Heights,High Bridge,3
Jackson Heights,Hunts Point,96
Jackson Heights,Laurelton,46
Jackson Heights,Mapleton-Flatlands,239
Jackson Heights,Morningside Heights,22
Jackson Heights,Sunset Park,1080
Jamaica,South Bronx,6
Kings Bridge,Clinton,8
Kings Bridge,Downtown,7
Kings Bridge,Financial District,2
Kings Bridge,Maspeth,12248
Kings Bridge,Morris Heights,2167
Kings Bridge,South Bronx,29707
Kings Bridge,The Rockaways,256
Kings Bridge,Tribeca,1434
Laurelton,Chelsea,85
Laurelton,Cobble Hill,15
Laurelton,Flushing,67
Laurelton,Fort Green,8803
Laurelton,Garment District,23
Laurelton,Inwood,58
Laurelton,Mapleton-Flatlands,17
Laurelton,Murray Hill,9
Little Italy,Borough Park,8
Little Italy,Corona,5
Little Italy,Greenwich Village,19
Little Italy,Murray Hill,12
Little Italy,North Sutton Area,6
Little Italy,Ridgewood,589
Little Italy,The Rockaways,302
Little Italy,Utopia,170
Lower East Side,Canarsie,4
Lower East Side,Mapleton-Flatlands,5
Lower East Side,Murray Hill,2
Lower East Side,Queens Village,5
Mapleton-Flatlands,Gramercy,2
Mapleton-Flatlands,Morris Park,2
Mapleton-Flatlands,The Rockaways,12
Maspeth,Greenwich Village,7
Maspeth,Jackson Heights,219
Maspeth,Upper West Side,21
Maspeth,Washington Heights,70231
Middle Village,Fort Green,2035
Middle Village,Jamaica,207
Middle Village,Laurelton,23990
Middle Village,Little Italy,180
Middle Village,Nkew Gardens,1900
Midtown,Laurelton,8378
Midtown,Spuyten Duyvil,386
Midtown,Steinway,175
Morningside Heights,Gramercy,4
Morningside Heights,Park Slope,4
Morningside Heights,Union Port,35
Morningside Heights,Williams Bridge,5
Morris Heights,Bedford-Stuyvesant,50
Morris Heights,Forest Hills,55819
Morris Heights,Garment District,7
Morris Park,Country Club,1206
Morris Park,Gramercy,1021
Morris Park,Hamilton Heights,1877
Morris Park,Morris Park,470884
Morris Park,Parkchester,84
Mott Haven,Carnegie Hill,13784
Mott Haven,Greenwood,34
Mott Haven,Steinway,61730
Murray Hill,Bushwick,1275
Murray Hill,Cobble Hill,9
Murray Hill,North Sutton Area,82
Murray Hill,Ridgewood,62
Murray Hill,Soundview,2372
Murray Hill,Upper East Side,41
Murray Hill,Wakefield-Williamsbridge,26325
Nkew Gardens,Bensonhurst,2497
Nkew Gardens,Brownsville,28980
Nkew Gardens,Flushing,1901
Nkew Gardens,Jamaica,100357
Nkew Gardens,Morris Park,5605
Nkew Gardens,Parkchester,1413
Nkew Gardens,The Rockaways,44
Nkew Gardens,Throggs Neck,219
Nkew Gardens,Utopia,7116
North Sutton Area,Forest Hills,70
North Sutton Area,Gramercy,2053
North Sutton Area,Soundview,59
Park Slope,Clinton,57
Park Slope,Glendale,13
Park Slope,Greenwich Village,8
Park Slope,Kings Bridge,9
Park Slope,Lower East Side,5
Park Slope,Maspeth,11
Park Slope,Park Slope,227
Park Slope,South Bronx,4
Park Slope,Tribeca,82
Park Slope,Union Port,4
Parkchester,Boerum Hill,11
Parkchester,Lower East Side,1571
Parkchester,University Heights,323
Parkchester,Washington Heights,4413
Parkchester,Woodhaven-Richmond Hill,362
Queens Village,Battery Park,18
Queensboro Hill,Astoria-Long Island City,89
Queensboro Hill,Greenwich Village,3
Queensboro Hill,Hamilton Heights,12
Queensboro Hill,Middle Village,12
Ridgewood,Battery Park,2
Ridgewood,Bushwick,9
Ridgewood,Jamaica,4
Ridgewood,Morris Park,7
Ridgewood,Springfield Gardens,12
Riverdale,Kings Bridge,2
Riverdale,Lower East Side,2
Riverdale,Soho,13
Riverdale,Wakefield-Williamsbridge,9
Saintalbans,Canarsie,492
Saintalbans,Hamilton Heights,281
Soho,Flatbush,474
Soho,High Bridge,666
Soho,Mott Haven,21738
Soho,Riverdale,76640
Soho,Sunset Park,477696
Soundview,Central Park,44478
Soundview,Jamaica,12650
South Bronx,East Village,18
South Bronx,Garment District,4642
South Bronx,Queens Village,3276
South Bronx,Springfield Gardens,1023
South Bronx,Williamsburg,1330
Springfield Gardens,Chinatown,899
Springfield Gardens,Clinton,10332
Springfield Gardens,Dyker Heights,2
Springfield Gardens,Maspeth,7
Springfield Gardens,Throggs Neck,91
Springfield Gardens,Tribeca,42
Springfield Gardens,Upper East Side,6
Springfield Gardens,West Village,544
Spuyten Duyvil,Central Park,8
Spuyten Duyvil,Park Slope,2
Spuyten Duyvil,Union Port,4
Spuyten Duyvil,Washington Heights,51
Spuyten Duyvil,Williams Bridge,2
Sunny Side,City Island,1315
Sunny Side,Corona,7
Sunny Side,Kings Bridge,14
Sunny Side,Mott Haven,47
Sunny Side,Utopia,279
Sunset Park,Astoria-Long Island City,9385
Sunset Park,Mapleton-Flatlands,14031
Sunset Park,Middle Village,74491
Sunset Park,Mott Haven,248
The Rockaways,Lower East Side,15927
Throggs Neck,Greenwich Village,681
Throggs Neck,North Sutton Area,77
Throggs Neck,Upper East Side,38647
Tremont,Chinatown,55905
Tremont,High Bridge,634835
Tremont,Hunts Point,853841
Tremont,Jackson Heights,1258
Tremont,Morningside Heights,619
Tremont,Sunset Park,50
Tremont,Throggs Neck,819544
Tribeca,Bensonhurst,1129
Tribeca,Brownsville,117502
Tribeca,Sunny Side,389600
Tribeca,Tremont,398
Union Port,Morris Heights,20
Union Port,Woodlawn-Nordwood,18
